name,desc,price,currency,date,locality,suburb,url
Espacios personalizados de trabajo,"Renta de espacios de trabajo personalizados donde lo necesite. * Use y pague el espacio que necesita * Mobiliario, diseño y decoración a su medda * Acceso a business lounges en todo el mundo * Personal de recepción y manejo de correspondencia incluidos * Asistencia disponible para tareas administrativas, (enviar correspondencia o fotocopias) * Conexión segura a Internet, WIFI, teléfono y auriculares de alta calidad * Muebles de oficina modernos * Cocina comunicataria * Recepcionista * Todos los servicios incluidos Tenemos espacios en: CDMX: - Samara (Santa Fe) - Cygni (Santa Fe) - Arcos Bosques Pantalón A - Torre Esmeralda II (Lomas de Chapultepec) - SPACES Prado Sur - Terret - Aristóteles (Polanco) - Masaryk 111 (Polanco) - SPACES Arquímedes (Polanco) - Campos Elíseos (Polanco) - Masaryk 29 (Polanco) - Torre Polanco (Edificio Samsung en Anzures) - Leibnitz (Anzures) - Ejército Nacional (Anzures) - Reforma NYL - Insurgentes Sur Nápoles - Insurgentes Sur Col. del Valle - Insurgentes Sur Siglum (Col. La Florida frente a Plaza Inn) - Fuente Bella (Pedregal) MONTERREY: - Dataflux - Oficinas en el Parque GUADALAJARA - Periférico Sur - Puerta de Hierro - Country Club PUEBLA - Triángulo de las Ánimas CANCÚN - Blvd Kukulcán QUERÉTARO - Constituyentes Que no te lo ganen ¡Hazlo tuyo! Gerente Comercial Directo, Hugo Morales, llama o manda whatsap: 044-55-14-81-71-57; Oficina: 86-62-34-17",7000,MXN,2019-11-10 12:35:04,Miguel Hidalgo,Anzures,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/espacios-personalizados-de-trabajo-930145699
Departamento Marina Nacional - Anahuac,"Llame 55 48296731. No escriba mensaje, llame. Nadie ve los mensajes. Depto 60m, cerca CFE, Galerias, Pemex, Telmex. Esquina Marina Nacional y Laguna Terminos. 1 cajon de estacionamiento. Se encuentra en un primer piso. Se requiere de referencias laborales y fiador. Se firma contrato. No mascotas. Dos recamaras, 2 banios",9999,MXN,2019-11-10 11:36:54,Miguel Hidalgo,Anahuac I Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-marina-nacional-anahuac-929833827
Rento Departamento Col. Anahuac OPORTUNIDAD,"Rento departamento moderno de 75m2 en Colonia Anáhuac, a tan solo a 5 cuadras de la Torre Pemex, a 5 min de Polanco 2 recámaras c/u con closet, 2 baños completos, cocina integral equipada, un cajón de estacionamiento. Muy iluminado y calientito. Espacio para lavadora y jaula de tendido en la azotea. Renta $10 800 mensuales Requisitos para rentar: demostrar ingresos, fiador con bien raíz en Ciudad de México. Como llegar: Si viene Ud. por Marina Nacional (dirección Mariano Escobedo hacia Circuito Interior) dar vuelta a la izquierda en el letrero que indica Lago Zirahuen y Laguna de Términos. Recorrer tres cuadras por Laguna de Términos hasta Lago Quitzeo (hay un Oxxo justo en la esquina) y dar vuelta a la izquierda. Recorrer dos cuadras a la derecha se encuentra 2ª Cerrada de Lago Zirahuen. Comunicáte al 5525015232",10800,MXN,2019-11-10 11:06:56,Miguel Hidalgo,Anahuac II Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/rento-departamento-col-anahuac-oportunidad-930395326
"Departamento Lago Chalco,  3er. nivel, exterior,","Departamento 3er. nivel, exterior, en conjunto a 4 cuadras de metro Colegio Militar, con estacionamiento independiente ( # 27), y no lejos de Polanco, Torre Pemex y Circuito Interior. NO mascotas Mtto incluido Póliza $ 3,132.00 Colonia: Anáhuac I Secc.",8500,MXN,2019-11-10 10:27:12,Miguel Hidalgo,,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-lago-chalco-3er-nivel-exterior-930011691
Habitación sola,"Info al 5580373298 Baño compartido con 3 personas. En segundo piso, a pocos pasos de transporte público a 15 minutos a pie del Ángel de la Independencia, a 15 minutos a pie de Calz Mariano Escobedo. Metrobús cerca y Metro. $7,300 al mes, incluye. Recámara Toillete Agua pura Internet Agua potable Agua Caliente Energía eléctrica Gas Poder utilizar áreas comunes, cocina, estufa, refrigerador, horno tostador, microondas, sala, comedor, batería de cocina, platos, cubiertos. NO SE PERMITE FUMAR No licor No mascotas. No se aceptan 2 personas durmiendo en habitación. Imprescindible: honradez, buena educación, compañerismo. Se permiten visitas en horas del día. Leer y cumplir reglas de casa. Limpieza común de baños, sala/comedor y cocina. Necesario ponernos de acuerdo para realizarla. La habitación no incluye lavadora",7301,MXN,2019-11-10 07:29:51,Miguel Hidalgo,Anzures,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/habitacion-sola-930393974
Hapitaciòn privada en departamento,"Renta Habitación privada en departamento. $7,300 INFORMACIÓN al 5580373298 Baño compartido con 3 personas. En segundo piso, a pocos pasos de transporte público a 15 minutos a pie del Ángel de la Independencia, a 15 minutos a pie de Calz Mariano Escobedo. Metrobús cerca y Metro. Tiendas de conveniencia, mercado y supermercado cercanía. $7,300 al mes, incluye. Recámara Toillete Agua pura Internet Agua potable Agua Caliente Energía eléctrica Gas Poder utilizar áreas comunes, cocina, estufa, refrigerador, horno tostador, microondas, sala, comedor, batería de cocina, platos, cubiertos. NO SE PERMITE FUMAR No licor No mascotas. No se aceptan 2 personas durmiendo en habitación. Imprescindible: honradez, buena educación, compañerismo. Se permiten visitas en horas del día. Leer y cumplir reglas de casa. Limpieza común de baños, sala/comedor y cocina. Necesario ponernos de acuerdo para realizarla. La habitación no incluye lavadora",7300,MXN,2019-11-10 07:17:04,Miguel Hidalgo,Anzures,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/hapitacion-privada-en-departamento-930393949
Hermoso depto seminuevo a pocos minutos de Polanco,"Gran Ubicación, sobre la Av. Mariano Escobedo casi esquina con Marina Nacional, a 5 minutos de Polanco, Excelente opción para parejas jóvenes sin hijos ni mascotas, personas solas ó ejecutivos que trabajen por la zona y quieran evitar el intenso tráfico en días hábiles. Centros Comerciales a los que se llega caminando, excelentes vías de acceso, prestigiados gimnasios a tan solo unos pocos pasos, farmacias, bancos e incluso un supermercado muy bien surtido a 30 metros. Cuenta con 1 cajón de estacionamiento en la entrada (posibilidad para otro más en renta de $800 con un vecino), circuito cerrado de televisión las 24 hs., elevador, excelente y muy confiable vigilancia privada. Magnífico estado de conservación y cuidado tanto del departamento como de las áreas comunes. Conózcalo, no se arrepentirá, generalmente saliendo el anuncio se renta muy rápido",8500,MXN,2019-11-10 02:10:19,Miguel Hidalgo,Los Manzanos,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/hermoso-depto-seminuevo-a-pocos-minutos-de-polanco-930393738
Se renta departamento a 5 minutos de polanco,"se renta centrico departamento a 5 minutos de polanco, plaza carso y plaza antara el departamento se encuentra en una casa particular cuenta con 2 recamaras, un baño completo sala comedor muy amplios y cocina equipada y area de lavado hablar o mandar whatsap 55 23 96 16 79 el departamento esta ubicado en calle Zumpango # 137, cerca de avenidas principales y centros comerciales de Moliere y muy cerca de metro san Joaquin ideal para personas que trabajan por la zona",7900,MXN,2019-11-09 23:16:05,Miguel Hidalgo,5 de Mayo,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/se-renta-departamento-a-5-minutos-de-polanco-929225011
Renta departamento pensil norte cd mx,"precioso departamento en renta, cuenta con: *una recamara *sala comedor *cocina *baño *patio de servicio se encuentra a unas calles de metro san joaquín. cerca avenida río san joaquín, y calzada legaría, cerca mercado, escuelas en todos los niveles, transporte publico, gimnasios, parques. ideal para matrimonio solo y sin hijos. requisitos: *renta y deposito *firma de póliza se muestra previa cita: comuníquese al numero telefónico: 56 1175 1675",5500,MXN,2019-11-09 19:42:32,Miguel Hidalgo,Pensil Norte,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/renta-departamento-pensil-norte-cd-mx-930291223
Se renta depto 3 recamaras amueblado,"rento departamento amplio para 3 personas, propios para militares, profesionistas, doctores o estudiantes con solvencia económica comprobable, cuentan con 3 recamaras con camas nuevas, closets, baño y medio, sala, cocina completa con refrigerador, barra, microondas y estufa, cuarto de servicio independiente con lavadora y tanque estacionario. se ubica a 10 minutos de polanco, defensa nacional, hospital militar, fabrica de armas, anzures, legaría, grupo carso, zona militar, metro tacuba, panteones y río san joaquin. no cuenta con estacionamiento y no se aceptan mascotas, para mayores informes y citas favor de comunicarse con el Ing. vargas no imbox ni whatsapp",9500,MXN,2019-11-09 18:14:26,Miguel Hidalgo,5 de Mayo,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/se-renta-depto-3-recamaras-amueblado-930106364
Se renta depto de 2 recamaras amueblado,"rento departamento amplio para 2 personas, propios para militares, profesionistas, doctores o estudiantes con solvencia económica comprobable, cuentan con 2 recamaras con camas nuevas, closets,baño completo, sala, cocina completa con refrigerador, barra, microondas y estufa, cuarto de servicio independiente con lavadora y tanque estacionario. se ubica 10 minutos de polanco, defensa nacional, hospital militar, fabrica de armas, anzures, legaría, grupo carso, zona militar, metro tacuba, panteones y rió san joaquin. no cuenta con estacionamiento y no se aceptan mascotas, para mayores informes y citas favor de comunicarse con el Ing. Vargas no imbox ni whatsapp",8500,MXN,2019-11-09 17:11:40,Miguel Hidalgo,5 de Mayo,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/se-renta-depto-de-2-recamaras-amueblado-930105902
Renta de bonito departamento. ¡Recién remodelado!,"Departamento de 2 recamaras, sala comedor, cocina y baño. Ubicado estratégicamente cerca de Viaducto, Insurgentes, Patriotismo y Revolución. Frente a plaza metrópoli Patriotismo Renta de $9,000",9000,MXN,2019-11-09 16:45:18,Miguel Hidalgo,Escandón II Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/renta-de-bonito-departamento-recien-remodelado-930390509
Bonito consultorio en renta muy bien ubicado,Bonito consultorio dental equipado en renta con sala de espera y baño listo para ocupar enfrente de la escuela superior de economia y a espaldas de la escuela de medicina y odontologia casco santo tomas muy cerca de ricardo flores magon circuito interior calle muy transitada y de mucha afluencia de gente listo para ser ocupado el consultorio cuenta con su sulla para pacientes con equipo escritorio muebles sala de espera con sillones y su baño excelente oportunidad para odontologos,7000,MXN,2019-11-09 10:42:24,Miguel Hidalgo,Plutarco Elías Calles,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/bonito-consultorio-en-renta-muy-bien-ubicado-928739661
COMODO DEPARTAMENTO CERCA DE OBSERVATORIO,"DEPARTAMENTO EN EXCELENTE UBICACIÓN, MÚLTIPLES VÍAS DE COMUNICACIÓN Y TRASPORTE PÚBLICO. RODEADO DE RESTAURANTES, TIENDAS DE AUTOSERVICIO, ESCUELAS, HOSPITALES, BANCOS, ETC. MUY CERCA DEL METRO OBSERVATORIO. CON MUY BUENA ILUMINACIÓN, DE DOS RECAMARAS CON CLOSET, BAÑO COMPLETO CON CANCEL, PISO LAMINADO, COCINA INTEGRAL. ESTACIONAMIENTO PARA UN AUTO Y VIGILANCIA LAS 24 HORAS. Colonia: 16 de Septiembre",8500,MXN,2019-11-09 10:20:30,Miguel Hidalgo,16 de Septiembre,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/comodo-departamento-cerca-de-observatorio-450853
Rento cuart de Servicio independiente,"Cuarto amplio con bañó servicios cama individual,closet,escritorio ,internet Polanco, Lomas de Chapultepec opción estacionamiento internet alta velocidad agua caliente cerca hospital militar,español, perinatologia tranquilo y solo son tres departamentos",6000,MXN,2019-11-09 09:56:33,Miguel Hidalgo,Bosque de Chapultepec III Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/rento-cuart-de-servicio-independiente-930386459
Excelente espacio en Renta para 4 personas en ,"Excelente espacio en Renta para 4 personas en Polanco. Oficina para máximo 4 personas, en el corazón de Polanco. EasyBroker ID: EB-EA8016 Colonia: Polanco V Sección",6000,MXN,2019-11-09 09:54:57,Miguel Hidalgo,Polanco V Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/excelente-espacio-en-renta-para-4-personas-en-930285264
Nano Loft semi amueblado solo para mujeres,"Nano Loft semi amueblado. Cama individual Closet Cocineta equipada Baño completo Servicios de Agua, Luz, gas, cable, Internet incluidos. Solo para mujeres A 5 minutos del metro San Joaquín y 15 a metro Tacuba. Interesados marcar al 5525603904",7500,MXN,2019-11-09 09:07:33,Miguel Hidalgo,Anahuac I Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/nano-loft-semi-amueblado-solo-para-mujeres-930385384
"Reforma Social , Calle 8 # 11","Primer piso, iluminado, 2 recamaras u pequeño estudio, sala, cocina, terraza, exterior, se va a pintar y cambiar cocina 5554078884",12000,MXN,2019-11-08 20:08:13,Miguel Hidalgo,Reforma Social,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/reforma-social-calle-8-11-930382585
"Departamento en Planta Alta, Ampliacion Popo","Departamento en Planta Alta, prácticamente nuevo, en calle tranquila con acceso inmediato al Circuito y a 7 cuadras del metro San Joaquin, el pago de renta incluye luz, agua e internet. No mascotas póliza 3,350.00. Colonia: Ampliación Popo",12000,MXN,2019-11-08 19:00:00,Miguel Hidalgo,Ampliación Popo,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-en-planta-alta-ampliacion-popo-930385974
Departamento Lujo Lago Zurich Ampliación Granada,"Amueblado excelente luz y ventilación natural. ubicado en Plaza Carso. Departamento iluminado con 3 recámaras con baño y vestidor,cuarto de televisión, sala, comedor, 1/2 baño de visitas, balcón, cocina italiana (Piaccere), cuarto de servicio, una bodega, tres cajones de estacionamiento autoestacionables. Acabados con piso de madera en sala, comedor y cuarto de T.V., alfombra en recámaras y vestidores, mármol (crema marfil) en baños, piso de loseta cerámica en áreas de servicio. Áreas comunes: elevador, salón de usos múltiples con terraza, bar, cocina y sanitarios, Oficina para usos de los condóminos, gimnasio con vestidores de hombre y mujeres con vapor, terraza al aire libre con jacuzzi, cisterna, equipo hidroneumático, seguridad las 24 horas, circuito cerrado de T.V., malla electrificada",11500,MXN,2019-11-08 18:43:18,Miguel Hidalgo,Ampliación Granada,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-lujo-lago-zurich-ampliacion-granada-930381889
Departamento en renta a 5 minutos de Polanco,"Departamento en renta en colonia Popotla, a 5 minutos de Polanco, entre Marina Nacional y Mariano Escobedo. Muy céntrico Planta baja 2 recámaras con closet 2 baños (1 completo y medio baño) Sala comedor Cocina (cocina integral con alacena para despensa) Clóset de blancos Área de tendido Interfón 1 cajón de estacionamiento 90 mts. Planta baja Tels. 53863217 53997237",11500,MXN,2019-11-08 18:05:27,Miguel Hidalgo,Popotla,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-en-renta-a-5-minutos-de-polanco-930381516
Departamento en planta baja con estrada ,"Departamento en planta baja con estrada independiente, Col. Ampliación Popo Departamento en planta baja con estrada independiente, exterior, de una sola recamara, cocineta sin estufa, a 7 cuadras del metro San Joaquín y a media cuadra de circuito, departamento prácticamente nuevo, ideal para pareja o ejecutivo que trabaja en la zona, el pago de renta incluye luz, agua e Internet, no mascotas, pago de póliza 2,850.00. Colonia: Ampliación Popo",10000,MXN,2019-11-08 18:00:00,Miguel Hidalgo,Ampliación Popo,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-en-planta-baja-con-estrada-930385972
"Departamento 2do nivel practicamente nuevo, ","Departamento 2do nivel prácticamente nuevo, Miguel Hidalgo Departamento 2do nivel prácticamente nuevo, a medo cuadra de Circuito y a 7 de Río San Joaquin ideal para quien trabaja en la zona, El pago de renta incluye luz, agua e internet, no mascotas póliza 3,350.00 Colonia: Ampliación Popo",12000,MXN,2019-11-08 17:00:00,Miguel Hidalgo,Ampliación Popo,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-2do-nivel-practicamente-nuevo-930385976
"Departamento en PA, a 7 cuadras de metro San ","Departamento en PA, a 7 cuadras de metro San Joaquin, Lago del Fondo Departamento en PA, a 7 cuadras de metro San Joaquin, apropiado para quien trabaja en Polanco, Carso, Torre Pemex o zonas cercanas. La renta incluye pago de luz, agua e internet NO mascotas Póliza $ 3,350.00 Colonia: Ampliación Popo",12000,MXN,2019-11-08 17:00:00,Miguel Hidalgo,Ampliación Popo,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-en-pa-a-7-cuadras-de-metro-san-930385975
Hermoso departamento lago chapala 26,"DEPARTAMENTO IMPECABLE en Anahuac, a unas calles de los metros Normal y Colegio Militar. En condominio reconocido en la zona por sus amenidades. Alberca, gimnasio, kid's club, áreas verdes, salones de fiestas, biblioteca, sala de juego, sala de cine, sala de estudio, salas para yoga, dos pisos de estacionanientos, contenedores de basura, elevadores con huella, estricta vigilancia. Estacionamiento para camioneta al lado del elevador.Requisitos sencillos. Ocupación inmediata",11500,MXN,2019-11-10 20:49:53,Miguel Hidalgo,Anahuac I Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/hermoso-departamento-lago-chapala-26-930213663
Rento habitación amueblada Puerta Toreo,"Rento habitación amueblada, incluye todos los servicios, cuenta con gym, salon de eventos, sky roof, cerca de plaza toreo, se requiere un mes de renta y mes de deposito. 5537338753",5600,MXN,2019-11-10 20:37:24,Miguel Hidalgo,Argentina Poniente,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/rento-habitacion-amueblada-puerta-toreo-930400287
Hermoso Departamento a 10 Mins de Polanco,"Villanueva García Tiene disponible en renta, Hermoso departamento en cuarto piso sin elevador, tiene dos habitaciones sin closet, una con balcón, un baño completo, área de sala comedor, área de cocina y lavado, tiene un cajón de estacionamiento para auto chico (No caben camionetas). Ubicado sobre avenida principal y de muy fácil acceso, a 10 minutos de polanco y 10 minuts de circuito. RESTRICCIONES: No se aceptan mascotas. No se aceptan niños. No se aceptan Roomies o estudiantes (Rotación de inquilinos) REQUISITOS: * Ingresos 27,000 Mensuales Comprobables a través de recibos de nómina, estados de cuenta o facturas. * Un mes de renta como depósito en garantía * Primer mes de renta corriente * Póliza Jurídica Anual (Renovable año tras año) costo actual $3,200 CITAS: Indispensable enviar identificación oficial vigente con fotografía Horario de atención: de Lunes a Viernes de 09.00am a 07.00pm y Sabados y Domingos de 9.00am a 3.00 pm. EasyBroker ID: EB-DS1180 Colonia: Popotla",9000,MXN,2019-11-10 19:13:41,Miguel Hidalgo,Popotla,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/hermoso-departamento-a-10-mins-de-polanco-929551677
Renta departamento en excelente conservacion,"departamento en renta excelente ubicación en col. torre blanca, alcaldía miguel hidalgo cuenta con 2 recamaras, sala comedor, baño completo, cocina, area de lavado a una cuadra de mexico tacuba y a tres de calzada legaria a 5 minutos de metro tacuba y a 5 minutos de metro panteones",8500,MXN,2019-11-10 17:26:37,Miguel Hidalgo,Ampliación Torre Blanca,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/renta-departamento-en-excelente-conservacion-930312009
Depto en Carrillo puerto,"Lindo depto cuenta con 3 recamaras con closet, 2 baños completos con cancel, cocina integral, cuarto de lavado, un lugar de estacionamiento fijo 3er piso tiene elevador, puerta eléctrica, vigilancia en el precio ya incluye mantenimiento",10000,MXN,2019-11-10 16:11:38,Miguel Hidalgo,Daniel Garza,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/depto-en-carrillo-puerto-930210694
Mini departamento semiamueblado 52 M2,"PREVIA CITA, FAVOR DE MANDAR Whats UNA O DOS PERSONAS, NO NIÑOS, NO MASCOTAS, PERSONAS RESPONSABLES, NO CONFLICTIVA Y SOLVENTES - No fiesteras- (comprobante de Ingresos, cartas de recomendación familiar, de su antiguo arrendador y aval) *ESTANCIA MINIMA 6 MESES (1 RENTA Y UN DEPOSITO) *ESTANCIA UN AÑO ( UN MES Y UN DEPOSITO) Se renta centrico sencillo pequeño departamento, a una cuadra del metro colegio militar, ZONA ""comercial y popular"" Edificio Antiguo-línea azul- de 4 piezas, sencillos muebles, cuenta con cocina, fregadero, refrigerador etc, no cuenta con estacionamiento, incluye agua, se encuentra en primer piso, cerca del metro, bodega Aurrera y bancomer",6000,MXN,2019-11-10 13:45:19,Miguel Hidalgo,Anahuac I Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/mini-departamento-semiamueblado-52-m2-930387020
Espacios personalizados de trabajo,"Renta de espacios de trabajo personalizados donde lo necesite. * Use y pague el espacio que necesita * Mobiliario, diseño y decoración a su medda * Acceso a business lounges en todo el mundo * Personal de recepción y manejo de correspondencia incluidos * Asistencia disponible para tareas administrativas, (enviar correspondencia o fotocopias) * Conexión segura a Internet, WIFI, teléfono y auriculares de alta calidad * Muebles de oficina modernos * Cocina comunicataria * Recepcionista * Todos los servicios incluidos Tenemos espacios en: CDMX: - Samara (Santa Fe) - Cygni (Santa Fe) - Arcos Bosques Pantalón A - Torre Esmeralda II (Lomas de Chapultepec) - SPACES Prado Sur - Terret - Aristóteles (Polanco) - Masaryk 111 (Polanco) - SPACES Arquímedes (Polanco) - Campos Elíseos (Polanco) - Masaryk 29 (Polanco) - Torre Polanco (Edificio Samsung en Anzures) - Leibnitz (Anzures) - Ejército Nacional (Anzures) - Reforma NYL - Insurgentes Sur Nápoles - Insurgentes Sur Col. del Valle - Insurgentes Sur Siglum (Col. La Florida frente a Plaza Inn) - Fuente Bella (Pedregal) MONTERREY: - Dataflux - Oficinas en el Parque GUADALAJARA - Periférico Sur - Puerta de Hierro - Country Club PUEBLA - Triángulo de las Ánimas CANCÚN - Blvd Kukulcán QUERÉTARO - Constituyentes Que no te lo ganen ¡Hazlo tuyo! Gerente Comercial Directo, Hugo Morales, llama o manda whatsap: 044-55-14-81-71-57; Oficina: 86-62-34-17",7000,MXN,2019-11-10 12:35:04,Miguel Hidalgo,Anzures,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/espacios-personalizados-de-trabajo-930145699
Departamento Marina Nacional - Anahuac,"Llame 55 48296731. No escriba mensaje, llame. Nadie ve los mensajes. Depto 60m, cerca CFE, Galerias, Pemex, Telmex. Esquina Marina Nacional y Laguna Terminos. 1 cajon de estacionamiento. Se encuentra en un primer piso. Se requiere de referencias laborales y fiador. Se firma contrato. No mascotas. Dos recamaras, 2 banios",9999,MXN,2019-11-10 11:36:54,Miguel Hidalgo,Anahuac I Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-marina-nacional-anahuac-929833827
Rento Departamento Col. Anahuac OPORTUNIDAD,"Rento departamento moderno de 75m2 en Colonia Anáhuac, a tan solo a 5 cuadras de la Torre Pemex, a 5 min de Polanco 2 recámaras c/u con closet, 2 baños completos, cocina integral equipada, un cajón de estacionamiento. Muy iluminado y calientito. Espacio para lavadora y jaula de tendido en la azotea. Renta $10 800 mensuales Requisitos para rentar: demostrar ingresos, fiador con bien raíz en Ciudad de México. Como llegar: Si viene Ud. por Marina Nacional (dirección Mariano Escobedo hacia Circuito Interior) dar vuelta a la izquierda en el letrero que indica Lago Zirahuen y Laguna de Términos. Recorrer tres cuadras por Laguna de Términos hasta Lago Quitzeo (hay un Oxxo justo en la esquina) y dar vuelta a la izquierda. Recorrer dos cuadras a la derecha se encuentra 2ª Cerrada de Lago Zirahuen. Comunicáte al 5525015232",10800,MXN,2019-11-10 11:06:56,Miguel Hidalgo,Anahuac II Sección,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/rento-departamento-col-anahuac-oportunidad-930395326
"Departamento Lago Chalco,  3er. nivel, exterior,","Departamento 3er. nivel, exterior, en conjunto a 4 cuadras de metro Colegio Militar, con estacionamiento independiente ( # 27), y no lejos de Polanco, Torre Pemex y Circuito Interior. NO mascotas Mtto incluido Póliza $ 3,132.00 Colonia: Anáhuac I Secc.",8500,MXN,2019-11-10 10:27:12,Miguel Hidalgo,,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/departamento-lago-chalco-3er-nivel-exterior-930011691
Habitación sola,"Info al 5580373298 Baño compartido con 3 personas. En segundo piso, a pocos pasos de transporte público a 15 minutos a pie del Ángel de la Independencia, a 15 minutos a pie de Calz Mariano Escobedo. Metrobús cerca y Metro. $7,300 al mes, incluye. Recámara Toillete Agua pura Internet Agua potable Agua Caliente Energía eléctrica Gas Poder utilizar áreas comunes, cocina, estufa, refrigerador, horno tostador, microondas, sala, comedor, batería de cocina, platos, cubiertos. NO SE PERMITE FUMAR No licor No mascotas. No se aceptan 2 personas durmiendo en habitación. Imprescindible: honradez, buena educación, compañerismo. Se permiten visitas en horas del día. Leer y cumplir reglas de casa. Limpieza común de baños, sala/comedor y cocina. Necesario ponernos de acuerdo para realizarla. La habitación no incluye lavadora",7301,MXN,2019-11-10 07:29:51,Miguel Hidalgo,Anzures,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/habitacion-sola-930393974
Hapitaciòn privada en departamento,"Renta Habitación privada en departamento. $7,300 INFORMACIÓN al 5580373298 Baño compartido con 3 personas. En segundo piso, a pocos pasos de transporte público a 15 minutos a pie del Ángel de la Independencia, a 15 minutos a pie de Calz Mariano Escobedo. Metrobús cerca y Metro. Tiendas de conveniencia, mercado y supermercado cercanía. $7,300 al mes, incluye. Recámara Toillete Agua pura Internet Agua potable Agua Caliente Energía eléctrica Gas Poder utilizar áreas comunes, cocina, estufa, refrigerador, horno tostador, microondas, sala, comedor, batería de cocina, platos, cubiertos. NO SE PERMITE FUMAR No licor No mascotas. No se aceptan 2 personas durmiendo en habitación. Imprescindible: honradez, buena educación, compañerismo. Se permiten visitas en horas del día. Leer y cumplir reglas de casa. Limpieza común de baños, sala/comedor y cocina. Necesario ponernos de acuerdo para realizarla. La habitación no incluye lavadora",7300,MXN,2019-11-10 07:17:04,Miguel Hidalgo,Anzures,https://www.segundamano.mx/anuncios/ciudad-de-mexico/miguel-hidalgo/renta-inmuebles/hapitacion-privada-en-departamento-930393949
